title,document_no,document_no_empty_reason,issuer,authority_level,category,scope,regions,tags,source_url,published_at,effective_at,expired_at,effective_note,last_verified_at,review_cycle_days,replacement_regulation_id,summary,content,change_note
10543中型以上货车上下渡船时 、不低速慢行的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|上下渡船不低速行驶|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10543的行政处罚裁量基准，违法描述为“上下渡船不 低速行驶”，适用于“中型以上货车上下渡船时 、不低速慢行的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：中型以上货车上下渡船时 、不低速慢行的
违法规定：《中华人民共和国道路交通安全法实施条例 》第 六十五条第二款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十条（具体法条条款同上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：120
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10543号违法行为行结构化导入，待另一管理员复核后发布。
10544中型以上客车 、危险物品运输车 辆、校车上下渡船时 、不低速慢,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|上下渡船不低速行驶|危险品运输车|校车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10544的行政处罚裁量基准，违法描述为“上下渡船不 低速行驶”，适用于“中型以上客车 、危险物品运输车 辆、校车上下渡船时 、不低速慢”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：中型以上客车 、危险物品运输车 辆、校车上下渡船时 、不低速慢
违法规定：《中华人民共和国道路交通安全法实施条例 》第 六十五条第二款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十条（具体法条条款同上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：150
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10544号违法行为行结构化导入，待另一管理员复核后发布。
1055特种车辆违反规定使用警报器的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|特种车辆违反规定使用警报器|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码1055的行政处罚裁量基准，违法描述为“特种车辆违 反规定使用 警报器”，适用于“特种车辆违反规定使用警报器的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：特种车辆违反规定使用警报器的
违法规定：《中华人民共和国道路交通安全法 》第五十三条 第二款警车 、消防车 、救护车 、工程救险车非执 行紧急任务时 ，不得使用警报器 、标志灯具 ，不 享有前款规定的道路优先通行权 。《中华人民共 和国噪音污染防治法》 第四十八条第二款警车 、 消防救援车 、救护车 、工程救险车等机动车安装 、使用警报器 ，应当符合国务院 、公安等部门的 规定；非执行紧急任务 ，不得使用警报器 。《中 华人民共和国道路交通安全法实施条例 》第六十 六条 警车 、消防车 、救护车 、工程救险车在执行 紧急任务遇交通受阻时 ，可以断续使用警报器 ， 并遵守下列规定： （一）不得在禁止使用警报器的区域或者路段使 用警报器；（二）夜间在市区不得使用警报器 ； （三）列队行驶时 ，前车已经使用警报器的 ，后 车不再使用警报器 。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：180
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》1055号违法行为行结构化导入，待另一管理员复核后发布。
1056特种车辆违反规定使用标志灯具 的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|特种车辆违规使用标志灯具|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码1056的行政处罚裁量基准，违法描述为“特种车辆违 规使用标志 灯具”，适用于“特种车辆违反规定使用标志灯具 的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：特种车辆违反规定使用标志灯具 的
违法规定：《中华人民共和国道路交通安全法 》第五十三条 第二款警车 、消防车 、救护车 、工程救险车非执 行紧急任务时 ，不得使用警报器 、标志灯具 ，不 享有前款规定的道路优先通行权 、《中华人民共 和国道路交通安全法实施条例 》第六十六条警车 、消防车 、救护车 、工程救险车在执行紧急任务 遇交通受阻时 ，可以断续使用警报器 ，并遵守下 列规定： （一）不得在禁止使用警报器的区域或者路段使 用警报器；（二）夜间在市区不得使用警报器 ； （三）列队行驶时 ，前车已经使用警报器的 ，后 车不再使用警报器 。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：180
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》1056号违法行为行结构化导入，待另一管理员复核后发布。
1061拖拉机驶入大中城市中心城区内 道路的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|拖拉机进入中心区|拖拉机|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码1061的行政处罚裁量基准，违法描述为“拖拉机进入 中心区”，适用于“拖拉机驶入大中城市中心城区内 道路的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：拖拉机驶入大中城市中心城区内 道路的
违法规定：《中华人民共和国道路交通安全法 》第五十五条 第一款高速公路 、大中城市中心城区内的道路 ， 禁止拖拉机通行 。其他禁止拖拉机通行的道路 ， 由省 、 自治区 、直辖市人民政府根据当地实际情 况规定。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：60
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》1061号违法行为行结构化导入，待另一管理员复核后发布。
1062拖拉机驶入其它禁止通行道路的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|拖拉机驶入禁行路|拖拉机|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码1062的行政处罚裁量基准，违法描述为“拖拉机驶入 禁行路”，适用于“拖拉机驶入其它禁止通行道路的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：拖拉机驶入其它禁止通行道路的
违法规定：《中华人民共和国道路交通安全法 》第五十五条 第一款高速公路 、大中城市中心城区内的道路 ， 禁止拖拉机通行 。其他禁止拖拉机通行的道路 ， 由省 、 自治区 、直辖市人民政府根据当地实际情 况规定。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：60
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》1062号违法行为行结构化导入，待另一管理员复核后发布。
1063拖拉机载人的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|拖拉机载人|拖拉机|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码1063的行政处罚裁量基准，违法描述为“拖拉机载人”，适用于“拖拉机载人的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：拖拉机载人的
违法规定：《中华人民共和国道路交通安全法 》第五十五条 第一款高速公路 、大中城市中心城区内的道路 ， 禁止拖拉机通行 。其他禁止拖拉机通行的道路 ， 由省 、 自治区 、直辖市人民政府根据当地实际情 况规定。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：60
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》1063号违法行为行结构化导入，待另一管理员复核后发布。
10652摩托车驾驶证申请人不按指定路 线上道路学习驾驶的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|违规学习驾驶|摩托车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10652的行政处罚裁量基准，违法描述为“不按指定路 线学习驾驶”，适用于“摩托车驾驶证申请人不按指定路 线上道路学习驾驶的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：摩托车驾驶证申请人不按指定路 线上道路学习驾驶的
违法规定：《中华人民共和国道路交通安全法实施条例 》第 二十条第二款 、《机动车驾驶证申领和使用规定 》第四十二条申请人在道路上学习驾驶 ，应当随 身携带学习驾驶证明 ，使用教练车或者学车专用 标识签注的自学用车 ，在教练员或者学车专用标 识签注的指导人员随车指导下 ，按照公安机关交 通管理部门指定的路线 、时间进行。 申请人为自学直考人员的 ，在道路上学习驾驶 时 ，应当在自学用车上按规定放置 、粘贴学车专 用标识 ， 自学用车不得搭载随车指导人员以外的 其他人员。
法律条文：《中华人民共和国道路交通安全法 》第九十条机动车驾驶 人违反道路交通安全法律 、法规关于道路通行规定的 ，处 警告或者二十元以上二百元以下罚款 。本法另有规定的， 依照规定处罚 、《机动车驾驶证申领和使用规定 》第九十 五条申请人在道路上学习驾驶时 ，有下列情形之一的 ， 由 公安机关交通管理部门对教练员或者随车指导人员处二十 元以上二百元以下罚款 ：（一）未按照公安机关交通管理 部门指定的路线 、时间进行的；（二）未按照本规定第四 十二条规定放置 、粘贴学车专用标识的 。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：60
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10652号违法行为行结构化导入，待另一管理员复核后发布。
10653小微型机动车驾驶证申请人不按 指定路线上道路学习驾驶的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|违规学习驾驶|小微型机动车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10653的行政处罚裁量基准，违法描述为“不按指定路 线学习驾驶”，适用于“小微型机动车驾驶证申请人不按 指定路线上道路学习驾驶的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：小微型机动车驾驶证申请人不按 指定路线上道路学习驾驶的
违法规定：《中华人民共和国道路交通安全法实施条例 》第 二十条第二款 、《机动车驾驶证申领和使用规定 》第四十二条（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十条 、《机动车 驾驶证申领和使用规定 》第九十五条（具体法条条款同 上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：90
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10653号违法行为行结构化导入，待另一管理员复核后发布。
10654中型以上货车驾驶证申请人不按 指定路线上道路学习驾驶的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|违规学习驾驶|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10654的行政处罚裁量基准，违法描述为“不按指定路 线学习驾驶”，适用于“中型以上货车驾驶证申请人不按 指定路线上道路学习驾驶的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：中型以上货车驾驶证申请人不按 指定路线上道路学习驾驶的
违法规定：《中华人民共和国道路交通安全法实施条例 》第 二十条第二款 、《机动车驾驶证申领和使用规定 》第四十二条（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十条 、《机动车 驾驶证申领和使用规定 》第九十五条（具体法条条款同 上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：120
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10654号违法行为行结构化导入，待另一管理员复核后发布。
10655中型以上客车 、危险物品运输车 辆、校车驾驶证申请人不按指定 路线上道路学习驾驶的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|违规学习驾驶|危险品运输车|校车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10655的行政处罚裁量基准，违法描述为“不按指定路 线学习驾驶”，适用于“中型以上客车 、危险物品运输车 辆、校车驾驶证申请人不按指定 路线上道路学习驾驶的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：中型以上客车 、危险物品运输车 辆、校车驾驶证申请人不按指定 路线上道路学习驾驶的
违法规定：《中华人民共和国道路交通安全法实施条例 》第 二十条第二款 、《机动车驾驶证申领和使用规定 》第四十二条（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第九十条 、《机动车 驾驶证申领和使用规定 》第九十五条（具体法条条款同 上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：150
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10655号违法行为行结构化导入，待另一管理员复核后发布。
1078机动车违反交通管制规定强行通 行 、不听劝阻的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|违反交通管制|罚款|行政拘留,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码1078的行政处罚裁量基准，违法描述为“机动车违反 交通管制规 定强行通行 、不听劝阻 的”，适用于“机动车违反交通管制规定强行通 行 、不听劝阻的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：机动车违反交通管制规定强行通 行 、不听劝阻的
违法规定：《中华人民共和国道路交通安全法 》第三十九条 公安机关交通管理部门根据道路和交通流量的具 体情况 ，可以对机动车 、非机动车 、行人采取疏 导 、 限制通行 、禁止通行等措施 。遇有大型群众 性活动 、大范围施工等情况 ，需要采取限制交通 的措施 ，或者作出与公众的道路交通活动直接有 关的决定 ，应当提前向社会公告 。第四十条遇有 自然灾害 、恶劣气象条件或者重大交通事故等严 重影响交通安全的情形 ，采取其他措施难以保证 交通安全时 ，公安机关交通管理部门可以实行交 通管制。
法律条文：《中华人民共和国道路交通安全法 》第九十九条第一款第 六项有下列行为之一的 ， 由公安机关交通管理部门处二百 元以上二千元以下罚款 ：（六）违反交通管制的规定强行 通行 ，不听劝阻的； 第二款行为人有前款第二项 、第四项 情形之一的 ，可以并处吊销机动车驾驶证 ；有第一项 、第 三项 、第五项至第八项情形之一的 ，可以并处十五日以下 拘留。
违法记分数：0
罚款最小值：200
罚款最大值：2000
罚款默认值（指导基准）：1800
暂扣：
吊销：
拘留最小：0
拘留最大：15
拘留默认值（指导基准）：10
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》1078号违法行为行结构化导入，待另一管理员复核后发布。
10821驾驶摩托车使用他人机动车驾驶证驾驶机动车的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|使用他人机动车驾驶证驾驶机动车|摩托车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10821的行政处罚裁量基准，违法描述为“使用他人机 动车驾驶证 驾驶机动车 的”，适用于“驾驶摩托车使用他人机动车驾驶证驾驶机动车的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶摩托车使用他人机动车驾驶证驾驶机动车的
违法规定：《中华人民共和国道路交通安全法 》第十九条第 一款驾驶机动车 ，应当依法取得机动车驾驶证 、 第四款驾驶人应当按照驾驶证载明的准驾车型驾 驶机动车； 驾驶机动车时 ，应当随身携带机动车 驾驶证。
法律条文：《中华人民共和国道路交通安全法 》第十九条第一款驾驶 机动车 ，应当依法取得机动车驾驶证 。《中华人民共和国 道路交通安全法 》第九十条机动车驾驶人违反道路交通安 全法律 、法规关于道路通行规定的 ，处警告或者二十元以 上二百元以下罚款 。本法另有规定的 ，依照规定处罚。
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：60
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10821号违法行为行结构化导入，待另一管理员复核后发布。
10822驾驶小微型机动车使用他人机动 车驾驶证驾驶机动车的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|使用他人机动车驾驶证驾驶机动车|小微型机动车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10822的行政处罚裁量基准，违法描述为“使用他人机 动车驾驶证 驾驶机动车”，适用于“驾驶小微型机动车使用他人机动 车驾驶证驾驶机动车的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶小微型机动车使用他人机动 车驾驶证驾驶机动车的
违法规定：《中华人民共和国道路交通安全法 》第十九条第 一款 、第四款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第十九条第一款 、《 中华人民共和国道路交通安全法 》第九十条（具体法条条 款同上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：90
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10822号违法行为行结构化导入，待另一管理员复核后发布。
10823驾驶中型以上货车使用他人机动 车驾驶证驾驶机动车的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|使用人机动车驾驶证驾驶机动车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10823的行政处罚裁量基准，违法描述为“使用 人机 动车驾驶证 驾驶机动车”，适用于“驾驶中型以上货车使用他人机动 车驾驶证驾驶机动车的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶中型以上货车使用他人机动 车驾驶证驾驶机动车的
违法规定：《中华人民共和国道路交通安全法 》第十九条第 一款 、第四款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第十九条第一款 、《 中华人民共和国道路交通安全法 》第九十条（具体法条条 款同上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：120
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10823号违法行为行结构化导入，待另一管理员复核后发布。
10824驾驶中型以上客车 、危险物品运 输车辆 、校车使用他人机动车驾 驶证驾驶机动车的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|使用人机动车驾驶证驾驶机动车|危险品运输车|校车|罚款|可警告,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10824的行政处罚裁量基准，违法描述为“使用 人机 动车驾驶证 驾驶机动车”，适用于“驾驶中型以上客车 、危险物品运 输车辆 、校车使用他人机动车驾 驶证驾驶机动车的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：驾驶中型以上客车 、危险物品运 输车辆 、校车使用他人机动车驾 驶证驾驶机动车的
违法规定：《中华人民共和国道路交通安全法 》第十九条第 一款 、第四款（具体法条条款同上 ）
法律条文：《中华人民共和国道路交通安全法 》第十九条第一款 、《 中华人民共和国道路交通安全法 》第九十条（具体法条条 款同上）
违法记分数：0
罚款最小值：20
罚款最大值：200
罚款默认值（指导基准）：150
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：可警告",由《自治区道路交通违法行为行政处罚裁量权基准》10824号违法行为行结构化导入，待另一管理员复核后发布。
10891小、 中型公路客运车辆违反规定 载货的,新公规〔2025〕1号,,新疆维吾尔自治区公安厅,local,traffic,REGIONAL,650000:新疆维吾尔自治区,交通违法裁量基准|的客运车辆载货|公路客运车|罚款,https://gat.xinjiang.gov.cn/gat/gawj/202503/3936ce139b084a9082a72c5bb554942d.shtml,2025-03-11,2025-04-15,,自2025年4月15日起施行，有效期五年；发生交通事故、吊销或拘留以及警告适用条件以文件统一说明和具体执法事实为准。,2026-08-08,30,,新疆道路交通违法行为代码10891的行政处罚裁量基准，违法描述为“的 客运车辆载 货”，适用于“小、 中型公路客运车辆违反规定 载货的”。本条仅提供官方信息索引，不生成个案处罚结论。,"违法内容：小、 中型公路客运车辆违反规定 载货的
违法规定：《中华人民共和国道路交通安全法 》第四十九条 机动车载人不得超过核定的人数 ，客运机动车不 得违反规定载货 。《中华人民共和国道路交通安 全法实施条例 》第五十四条第二款载客汽车除车 身外部的行李架和内置的行李箱外 ，不得载货。 载客汽车行李架载货 ，从车顶起高度不得超过0． 5米，从地面起高度不得超过 4米。
法律条文：《中华人民共和国道路交通安全法 》第九十二条第一款公 路客运车辆载客超过额定乘员的 ，处二百元以上五百元以 下罚款；超过额定乘员百分之二十或者违反规定载货的 ， 处五百元以上二千元以下罚款 。《新疆维吾尔自治区实施 〈道路交通安全法 〉办法》办法第八十三条第一款第四项 公路客运车辆载客超过核定人数或者违反规定载货的 ，按 下列规定处罚：（四）违反规定载货的 ，处500元至1000 元罚款。
违法记分数：0
罚款最小值：500
罚款最大值：1000
罚款默认值（指导基准）：600
暂扣：
吊销：
拘留最小：0
拘留最大：0
拘留默认值（指导基准）：0
警告标记：不可 警告",由《自治区道路交通违法行为行政处罚裁量权基准》10891号违法行为行结构化导入，待另一管理员复核后发布。
